id,username,text,likes,retweets,replies,created_at
393,manoj.mehta,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,546,184,62,2024-12-14 17:23:00
394,neha.joshi,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,495,11,67,2024-11-09 07:31:00
395,ajay.mehta,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",895,63,51,2024-12-02 21:32:00
396,vikas.patel,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,322,78,85,2024-11-23 09:32:00
397,pooja_sharma,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",965,64,79,2025-01-04 21:14:00
398,sneha.sharma,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",724,81,95,2024-12-09 00:15:00
399,vijay_mehta,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,89,199,80,2024-11-22 08:17:00
400,deepika.mehta,Fake deliveries by @ApolloPharmacy's courier partner. No communication at all! #DeliveryFailed #ApolloPharmacy,351,33,65,2024-12-20 03:13:00
401,rahul554,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,303,103,81,2024-12-03 20:07:00
402,shreya_verma,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,174,82,81,2024-12-11 01:14:00
403,neha993,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,567,168,84,2024-12-05 00:54:00
404,ajay199,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,24,129,91,2025-01-16 16:38:00
405,ajay_kumar,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,356,83,83,2025-01-30 01:59:00
406,pooja_sharma,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,440,112,75,2024-12-14 22:02:00
407,priya799,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,292,105,66,2024-12-09 09:36:00
408,anita_kumar,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,936,180,80,2024-11-22 17:42:00
409,kavya.sharma,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,802,100,95,2024-12-16 01:50:00
410,arjun.joshi,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",299,99,82,2024-12-31 21:33:00
411,ajay.choudhary,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,606,84,80,2025-01-11 16:18:00
412,rohit803,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,884,92,31,2024-11-09 22:30:00
413,shreya.joshi,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,299,93,89,2025-01-14 01:47:00
414,neha.patel,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",436,40,33,2025-01-14 18:26:00
415,vikas246,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,616,71,100,2025-01-18 18:00:00
416,neha.singh,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,203,102,60,2024-12-26 13:00:00
417,ankit.mehta,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",517,86,13,2024-11-12 23:13:00
418,neha675,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",944,155,70,2024-11-17 22:00:00
419,ankit.kumar,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,186,91,99,2024-11-20 11:57:00
420,rohit.singh,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,343,172,100,2025-01-14 14:24:00
421,arjun.patel,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,575,146,100,2025-01-08 10:51:00
422,vikas_choudhary,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,451,15,35,2025-01-26 06:57:00
423,sneha.kumar,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",62,123,24,2025-01-03 12:05:00
424,sandeep901,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",887,72,66,2024-11-08 11:54:00
425,arjun_joshi,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,529,140,9,2025-01-04 09:01:00
426,rohit151,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,381,168,79,2025-01-21 15:14:00
427,shruti_reddy,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",188,111,8,2025-01-09 03:42:00
428,priya.choudhary,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,618,127,18,2025-01-26 05:45:00
429,deepika.singh,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",444,58,48,2024-12-28 19:47:00
430,priya899,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,319,175,41,2025-01-05 21:38:00
431,rahul.kumar,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,897,178,31,2025-01-10 09:50:00
432,ajay668,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",499,164,28,2025-01-16 23:35:00
433,ankit_singh,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,24,88,24,2024-12-03 02:54:00
434,manoj111,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",327,5,84,2024-12-13 09:40:00
435,nisha_joshi,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,763,2,82,2025-01-16 23:57:00
436,pooja_kumar,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,675,103,5,2025-01-25 21:17:00
437,kavya746,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,726,140,68,2024-12-13 09:49:00
438,neha.singh,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",915,87,38,2024-12-13 17:37:00
439,anita_choudhary,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",735,42,53,2024-11-18 07:26:00
440,shreya_patel,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,79,168,77,2024-12-14 21:10:00
441,arjun940,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,504,36,15,2024-12-31 09:39:00
442,shreya113,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,387,75,29,2024-11-21 07:53:00
443,shruti981,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,439,165,7,2025-01-10 06:01:00
444,sandeep384,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,612,103,7,2025-01-19 13:34:00
445,arjun.singh,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",457,52,51,2025-01-18 18:23:00
446,vikas.gupta,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,27,18,88,2025-01-15 09:54:00
447,shreya_gupta,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,858,155,47,2024-12-26 22:36:00
448,shreya633,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",191,45,71,2024-11-11 12:25:00
449,manoj_verma,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",45,24,33,2024-11-16 19:27:00
450,rahul_gupta,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",192,109,14,2024-11-22 01:47:00
451,pooja942,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,618,41,65,2024-12-15 04:33:00
452,amit391,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,235,42,77,2025-01-14 13:09:00
453,rohit376,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",6,90,73,2024-12-31 03:50:00
454,sandeep_verma,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,611,80,22,2025-01-30 07:07:00
455,kavya.kumar,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,858,3,77,2024-11-14 15:38:00
456,amit606,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,424,171,72,2024-11-19 06:57:00
457,sneha373,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",39,129,36,2025-01-06 00:55:00
458,shreya207,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",54,19,68,2024-11-19 19:26:00
459,amit_verma,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",813,73,53,2024-11-13 01:23:00
460,sneha_mehta,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",101,20,31,2025-01-22 21:28:00
461,sandeep.joshi,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,355,65,29,2024-12-10 15:21:00
462,anita_patel,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",269,3,1,2024-12-28 06:11:00
463,nisha_reddy,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,569,83,76,2024-12-20 23:30:00
464,rahul_patel,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",312,63,3,2024-11-27 13:55:00
465,sandeep872,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,124,47,75,2024-12-08 15:46:00
466,anita.singh,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",271,65,64,2024-11-17 01:01:00
467,sandeep866,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",784,131,25,2025-01-22 00:59:00
468,anita954,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",827,155,89,2025-01-28 23:31:00
469,arjun341,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",730,174,84,2024-12-20 15:04:00
470,nisha.choudhary,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",762,65,88,2025-01-01 09:31:00
471,kavya373,Fake deliveries by @ApolloPharmacy's courier partner. No communication at all! #DeliveryFailed #ApolloPharmacy,888,15,90,2024-11-14 19:53:00
472,priya.singh,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,94,85,99,2024-11-04 04:15:00
473,amit106,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,367,196,2,2024-11-09 07:21:00
474,arjun683,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,232,122,43,2025-01-11 06:16:00
475,rahul_patel,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,827,178,80,2024-12-02 20:13:00
476,shreya.verma,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,86,142,60,2024-12-20 07:21:00
477,ajay.singh,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,790,16,24,2024-12-09 17:05:00
478,sneha_sharma,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,928,96,54,2025-01-21 07:53:00
479,nisha221,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,766,41,47,2025-01-15 06:18:00
480,priya110,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,647,139,74,2024-12-02 16:42:00
481,vikas.sharma,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,634,134,77,2024-12-24 06:31:00
482,neha311,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,819,130,58,2024-11-14 13:21:00
483,shreya314,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",432,143,38,2024-12-02 11:19:00
484,nisha_joshi,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,350,7,7,2024-11-30 17:31:00
485,nisha.reddy,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,414,29,23,2024-11-01 01:38:00
486,vikas_sharma,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,678,79,74,2024-11-15 00:24:00
487,kavya.mehta,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,374,118,30,2025-01-09 20:43:00
488,vikas.patel,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,155,87,3,2025-01-17 19:46:00
489,rohit_gupta,Fake deliveries by @ApolloPharmacy's courier partner. No communication at all! #DeliveryFailed #ApolloPharmacy,962,155,96,2025-01-28 02:16:00
490,rahul.mehta,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,623,192,49,2024-11-13 07:41:00
491,ankit.gupta,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,926,131,17,2025-01-30 04:34:00
492,deepika299,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,180,48,65,2024-12-19 13:20:00
493,anita_kumar,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",833,196,85,2024-12-28 16:42:00
494,ajay.mehta,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,635,196,12,2024-11-12 16:04:00
495,vijay_joshi,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",876,164,57,2025-01-16 05:59:00
496,vijay.verma,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,134,53,57,2024-12-24 08:33:00
497,nisha_gupta,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",249,64,79,2024-12-18 11:43:00
498,pooja986,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,470,144,13,2024-11-10 01:37:00
499,manoj_patel,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,897,194,100,2024-11-15 10:11:00
500,nisha_choudhary,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,916,115,36,2024-12-18 00:52:00
